,title,publication date,subject,journal,DOI,author,abstract,from_database
63,Effects of emotional attachment on mobile health-monitoring service usage: An affect transfer perspective,2021-03-01 00:00:00,Information Systems and Management,,10.1016/j.im.2020.103312,"{'given': 'Zhang', 'family': 'Xiaofei', 'sequence': 'first', 'affiliation': []}",,crossref
279,Expressive Public-Key Encryption with Keyword Search: Generic Construction from KP-ABE and an Efficient Scheme over Prime-Order Groups,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2019.2961633,,,scopus
232,A comparison of network clustering algorithms in keyword network analysis: A case study with geography conference presentations,2020-07-01 00:00:00,,International Journal of Geospatial and Environmental Research,,,,scopus
978,Childs attachment to mother as the basis of mental development typology,2009,,Psychology in Russia: State of the art,https://cyberleninka.ru/article/n/14351466,GV Burmenskaya,"Childs attachment to mother as the basis of mental development typology Текст научной статьи
по специальности «Клиническая медицина» … Текст научной работы на тему «Childs
attachment to mother as the basis of mental development typology» …",google_scholar
236,The bibliometric keywords network analysis of human resource management research trends: The case of human resource management journals in South Korea,2020-07-01 00:00:00,,Sustainability (Switzerland),10.3390/su12145700,,,scopus
213,Keyword extraction from scientific articles in bahasa indonesia using textrank algorithm,2020-09-03 00:00:00,,"2020 4th International Conference on Electrical, Telecommunication and Computer Engineering, ELTICOM 2020 - Proceedings",10.1109/ELTICOM50775.2020.9230514,,,scopus
204,CCTV news broadcast information mining: Keyword extraction based on semantic model and statistics visualization,2020-10-15 00:00:00,,ACM International Conference Proceeding Series,10.1145/3421766.3421827,,,scopus
229,A multimodel keyword spotting system based on lip movement and speech features,2020-07-01 00:00:00,,Multimedia Tools and Applications,10.1007/s11042-020-08837-2,,,scopus
294,A Novel Feature Matching Ranked Search Mechanism over Encrypted Cloud Data,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2020.3002236,,,scopus
1155,Copper (II) ions and copper nanoparticles‐loaded chemically modified cotton cellulose fibers with fair antibacterial properties,2009,,Journal of Applied Polymer …,10.1002/app.29890,"G Mary, SK Bajpai, N Chand","… Sodium borohydride and soya protein were obtained from SRL (Mumbai, India). Cotton fibers
were gifted by a local textile mill. Double distilled water was used for the investigations.
Preparation of oxidized cellulose fibers … Covalent attachment of chitosan …",google_scholar
227,Document classification based on semantic and improved convolutional neural network,2020-07-10 00:00:00,,ACM International Conference Proceeding Series,10.1145/3417188.3417196,,,scopus
211,Automatic Extraction of Keywords in Political Speeches,2020-09-23 00:00:00,,"2020 IEEE 15th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2020 - Proceedings",10.1109/CSIT49958.2020.9322011,,,scopus
78,3D Finite Element Study on Incomplete Osseointegration: Locator Attachment versus Ball Attachment,,,,10.3889/oamjms.2021.5680,"{'ORCID': 'http://orcid.org/0000-0003-3235-1625', 'authenticated-orcid': False, 'given': 'Hisham S.', 'family': 'ElGabry', 'sequence': 'first', 'affiliation': []}","<jats:p>BACKGROUND: Incomplete implant osseointegration may affect the choice of the type of attachment to ensure less amount of bone resorption, periods of maintenance, and longer implant/attachment life-time.&#x0D;
AIM: The aim of this study was to evaluate, using 3D FE analysis (FEA), the influence of two different types of attachments on the rate of bone resorption, need for maintenance and implant/attachment life time in cases of unpredictable osseointegration in various bone types and using different implant angulations.&#x0D;
METHODS: Six finite element models were prepared; three for the locator attachment while the other three for the ball attachment. Each of the three models simulates vertical implant and inclined implants by 10° and 20° degrees. Frictional contact between implant and cortical bone simulated the incomplete osseointegration scenario.&#x0D;
RESULTS: Non-linear static analysis results showed that locator attachment and its cap may have longer time life in comparison with the ball attachment and its cap.&#x0D;
CONCLUSIONS: Both attachments were safe for cortical and spongy bone, while the cortical bone receives less Von Mises stress by up to 33% with the increased implant angulation.</jats:p>",crossref
209,Forward secure public key encryption with keyword search for cloud-assisted IoT,2020-10-01 00:00:00,,"IEEE International Conference on Cloud Computing, CLOUD",10.1109/CLOUD49709.2020.00083,,,scopus
920,"Oh to Be Young, Gifted, Gay, and Black: The Campus Experiences and Familial Support of Black Gay Men While in College",2020,,,https://search.proquest.com/openview/4f0e0e6552b937c5c27867a39c4b1aac/1?pq-origsite=gscholar&cbl=44156,JR Smith,"Page 1. Oh, To Be Young, Gifted, Gay and Black: The Campus Experiences and Familial Support
of Black Gay Men While in College … Page 8. vii Abstract Oh, To Be Young, Gifted, Gay and Black:
The Campus Experiences and Familial Support of Black Gay Men While in College …",google_scholar
320,An Efficient Privacy-Preserving Multi-Keyword Query Scheme in Location Based Services,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2020.3018417,,,scopus
201,Semantic index for keyword search over tagged data,2020-10-29 00:00:00,,Journal of Physics: Conference Series,10.1088/1742-6596/1650/3/032041,,,scopus
283,A Privacy-Preserving Multi-Keyword Ranked Search over Encrypted Data in Hybrid Clouds,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2019.2963096,,,scopus
960,Potent suppression of HIV-1 cell attachment by Kudzu root extract,2018,,…,10.1186/s12977-018-0446,"S Mediouni, JA Jablonski, S Tsuda…","… Specifically, Kudzu inhibits the initial attachment of the viral particle to the cell surface,
a mechanism that depends on the envelope glycoprotein gp120 but is independent from
the HIV-1 cell receptor CD4 and co-receptors CXCR4/CCR5 …",google_scholar
210,A New Automatic Chinese Poetry Generation Model Based on Neural Network,2020-10-01 00:00:00,,"Proceedings - 2020 IEEE World Congress on Services, SERVICES 2020",10.1109/SERVICES48979.2020.00023,,,scopus
173,"The keyword effect: A conceptual replication, effects on bias, and an optimization",2021-04-01 00:00:00,,Metacognition and Learning,10.1007/s11409-020-09235-7,,,scopus
172,Efficient index-independent approaches for the collective spatial keyword queries,2021-06-07 00:00:00,,Neurocomputing,10.1016/j.neucom.2020.06.150,,,scopus
25,Effect of science camp for enhancing STEM skills of gifted young scientists,,,,10.17478/jegys.821700,"{'given': 'Azizah', 'family': 'MOHD ZAHIDI', 'sequence': 'first', 'affiliation': []}",,crossref
274,An information intelligent search method for computer forensics based on text similarity,2020-01-10 00:00:00,,ACM International Conference Proceeding Series,10.1145/3377644.3377659,,,scopus
195,Improving keyword extraction in multilingual texts,2020-12-01 00:00:00,,International Journal of Electrical and Computer Engineering,10.11591/ijece.v10i6.pp5909-5916,,,scopus
312,Keyword detection for the activation of speech assistants,2020-01-01 00:00:00,,Speech Communication - 13th ITG-Fachtagung Sprachkommunikation,,,,scopus
243,A study of searchable and auditable attribute based encryption in cloud,2020-06-01 00:00:00,,"Proceedings of the 5th International Conference on Communication and Electronics Systems, ICCES 2020",10.1109/ICCES48766.2020.09137860,,,scopus
643,"Gifted Hands, Revised Kids Edition: The Ben Carson Story",2014,,,https://books.google.com/books?hl=en&lr=&id=sgp0AwAAQBAJ&oi=fnd&pg=PT6&dq=gifted+attachment&ots=A9-4A3oJoY&sig=qIlJkesyOfadLeJFeioJX6v0Gq8,"G Lewis, DS Lewis","Page 1. The true life story of a boy who went from “class dummy to brilliant pediatric Tºulºsiºn *
º – - Reisºkids Edition Gregg Lewis and Deborah Shaw Lewis The Ben Carson Story Page 2.
Gifted lands REVISED KIDS EDITION Page 3 … p. cm. Rev. ed. of: Gifted hands. c2009 …",google_scholar
265,A Fuzzy-Cluster based Semantic Information Retrieval System,2020-03-01 00:00:00,,"Proceedings of the 4th International Conference on Computing Methodologies and Communication, ICCMC 2020",10.1109/ICCMC48092.2020.ICCMC-000125,,,scopus
253,Public-key authenticated encryption with keyword search revisited: Security model and constructions,2020-04-01 00:00:00,,Information Sciences,10.1016/j.ins.2019.12.063,,,scopus
250,Public key encryption with conjunctive keyword search on lattice,2020-04-01 00:00:00,,Journal of Information Security and Applications,10.1016/j.jisa.2019.102433,,,scopus
335,“Computing with Words”-Based Concept Retrieval,2020-01-01 00:00:00,,"Smart Innovation, Systems and Technologies",10.1007/978-981-13-8406-6_49,,,scopus
190,Development of an Authentication System Using Voice Verification,2020-12-01 00:00:00,,Journal of Communications Technology and Electronics,10.1134/S1064226920120013,,,scopus
237,Identity-based Searchable Encryption Scheme for Encrypted Email System,2020-07-01 00:00:00,,Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,10.11999/JEIT190578,,,scopus
175,IoTHunter: IoT network traffic classification using device specific keywords,2021-03-01 00:00:00,,IET Networks,10.1049/ntw2.12007,,,scopus
177,ABKS-SKGA: Attribute-based keyword search secure against keyword guessing attack,2021-02-01 00:00:00,,Computer Standards and Interfaces,10.1016/j.csi.2020.103471,,,scopus
182,Multi-Keyword ranked search based on mapping set matching in cloud ciphertext storage system,2021-01-01 00:00:00,,Connection Science,10.1080/09540091.2020.1753175,,,scopus
180,Exploring filterbank learning for keyword spotting,2021-01-24 00:00:00,,European Signal Processing Conference,10.23919/Eusipco47968.2020.9287772,,,scopus
339,Incremental Patent Semantic Annotation Based on Keyword Extraction and List Extraction,2020-01-01 00:00:00,,Advances in Intelligent Systems and Computing,10.1007/978-3-030-22354-0_9,,,scopus
882,Studying and comparing the effectiveness of real therapy and positive psychotherapy on reducing gifted girl students' perfectionism and academic stress,2019,,Psychology of …,https://jpe.atu.ac.ir/article_10321_en.html?lang=en,"S Morazadeh, H Veiskarami, F Mirdekoovand…","… گنیگوتسا ،رکولپ 5، 0101 یدنمناوت لیلد هب زابرید زا ناشوهزیت .) فرشیپ یارب هوقلاب یاه ت
1.National Association for Gifted Children 2. Sampson 3. Ozcan & Kotek 4. Rinn, Plucker &
Stocking Page 3. سررب ی اقم و ی هس شخبرثا ی ناور ینامرد تبثم رگن و یعقاو ت ینامرد رب ... 80 …
‎",google_scholar
239,Secure search for encrypted personal health records from big data NoSQL databases in cloud,2020-06-01 00:00:00,,Computing,10.1007/s00607-019-00762-z,,,scopus
203,Sumav: A Scheme for Selecting a Keyword from Detection Names using Conditional Probability,2020-10-21 00:00:00,,International Conference on ICT Convergence,10.1109/ICTC49870.2020.9289189,,,scopus
655,Exploring in security: Towards an attachment-informed psychoanalytic psychotherapy,2009,,,https://books.google.com/books?hl=en&lr=&id=FxuMAgAAQBAJ&oi=fnd&pg=PP1&dq=gifted+attachment&ots=MFM-eTFffm&sig=_USmYbISu5DSpXLXLzbTrGAef8Y,J Holmes,"Page 1. Explor, ING IN –SECURITY – TOWARDS AN ATTACHMENT-INFORMED PSYCHO
ANALYTIC PSYCHOTHERAPY JERE MY HOLMES Page 2 … He has published prolific- ally
in the field of Attachment Theory and psychoanalytic psychotherapy …",google_scholar
1126,Awakening the dreamer: Clinical journeys,2013,,,https://books.google.com/books?hl=en&lr=&id=e-aZc67Xzt8C&oi=fnd&pg=PP1&dq=gifted+attachment&ots=GeUzCmp5Xp&sig=Na3cqkeDzSMiVex4_JAad7HLy8A,PM Bromberg,"… massive trauma. The reason that devel- opmental trauma (also termed relational
trauma) is of such signifi- cance is that it shapes the attachment patterns that establish
what is to become a stable or unstable core self. A child's …",google_scholar
1258,Elegant Females and Rational Creatures: The Flawed and Gifted Heroines in Jane Austen's Mature Novels,2015,,,https://www.academia.edu/download/37678138/Master_Thesis_Lis_Marxen.pdf,L Marxen,"Page 1. Elegant Females and Rational Creatures: The Flawed and Gifted Heroines in … presented
to the reader through Austen's subtle narrative skills that let the protagonists' experiences as
gifted yet flawed and at times isolated individuals seep through the narrative …",google_scholar
1235,Identifying Gifted Writers,2021-02-23 00:00:00,,,10.4324/9781003089247-ch12,"{'given': 'Jennifer', 'family': 'Gottschalk', 'sequence': 'first', 'affiliation': []}",,crossref
1247,Qubits underlie gifted savants,2011,,NeuroQuantology,https://search.proquest.com/openview/79f8faf9581e72eaa06871d5d2c1968a/1?pq-origsite=gscholar&cbl=2035897,JR Burger,"… www.neuroquantology.com 351 Quantum Dynamical Psychology Qubits Underlie Gifted Savants
John Robert Burger Abstract Qubits restricted to vector-up or vector-down may be realized with
neurons that are applied in parallel to explain the gifted behaviors of savants …",google_scholar
1260,A COMPARATIVE STUDY OF BILINGUALISM IN ANIMAL'S PEOPLE AND GIFTED,,,,https://www.academia.edu/download/55473009/A_comparative_study_of_bilingualism_in_Animals_People__and_Gifted.pdf,"VK SHARMA, MK SHARMA","… dans cet hopital je ne trouve rien de mal. (Animal's People 167) In the novel Gifted Rumi who
is English by birth and does not know Hindi but when she comes India, her attachment with Honey
compels her to learn Hindi love songs; Mera khoya hua rangeen nazaara de de …",google_scholar
1227,Culturally Responsive Gifted Classrooms: Providing Access and Opportunity,2021-03-12 00:00:00,,,10.4324/9781003026761-4,"{'given': 'Michelle Pacheco', 'family': 'DuBois', 'sequence': 'first', 'affiliation': []}",,crossref
1242,Experiences within a borderline syndrome.,,,International journal of psychoanalytic psychotherapy,,,"This paper provides an experiential view of a borderline syndrome and its psychotherapy. In a letter to her therapist a gifted patient speaks of the symptoms and treatment of her illness. This provides the basis for studying the precipitous transference relationships in borderline patients and the urgent need in these patients for clarity and dependability from their therapists. Common fears of being ""set adrift"" by psychotherapy are contrasted to the characteristic tenacity of the patient-therapist bond. A review of the patient's life allows the reader to evaluate the clinical applicability of her insights. The letter's multiple communicative functions illustrate some of the qualities of the object relations sought by borderline personalities, and stress is placed upon the sublimatory aspect of such letters and the prognostic importance of the capacities for sublimation.",pubmed
1239,Imaginary companions in adolescence: sign of a deficient or positive development.,,,Journal of adolescence,,,"The present study was designed to find out to what extent imaginary companions are created in the diaries of adolescents. A total of 241 adolescents aged 12 to 17 years were investigated to determine the incidence as well as the characteristics and functions of such fictitious individuals in this age group. Content analysis of data obtained from questionnaires revealed that the imaginary companion was similar to the writer in many aspects. The imaginary companion supported the adolescent during the process of developing his/her identity. The relative influence of self-concept, creativity, role-taking ability, coping behavior, and egocentrism was then investigated using a hierarchical regression model. Three hypotheses were tested: (1) the deficit hypothesis, i.e. only adolescents with a deficit in social interaction create an imaginary companion, (2) the giftedness hypothesis, i.e. especially creative adolescents invent such a companion and (3) the egocentrism hypothesis, i.e. the construction of an imaginary companion is the result of perceived uniqueness and related to personal fable and imaginary audience behaviour. The results showed that the imaginary companion was not the result of an egocentric orientation, and by no means was a substitute for other trustworthy partners such as family members or friends. On the contrary, socially competent and creative adolescents with good coping abilities were particularly prone to create such a ""very special friend"".",pubmed
1255,Validation of the Korean Version of the Perfectionism Inventory (PI) for Gifted Students,2015,,Journal of Gifted/Talented Education,https://www.koreascience.or.kr/article/JAKO201534853187549.page,"SY Yoon, KS Han","… 교신저자: 한기순(han@inu.ac.kr) 영재교육연구 제 25 권 제 5 호 Journal of
Gifted/Talented Education 2015. Vol 25. No 5, pp. 749～765 http://dx.doi.org/10.9722/
JGTE.2015.25.5.749 Page 2. 영재교육연구 제 25 권 제 5 호 750 였다 …",google_scholar
1262,Development of an inhalation chamber and a dry powder inhaler device for administration of pulmonary medication in animal model,2012,,Drug development and industrial pharmacy,10.3109/03639045.2011.592532,"B Sinha, B Mukherjee","… A Salter NebuTech HDN Reusable Nebulizer with polyvinyl chloride connecting tubing (0.5 cm
internal dia) was generously gifted by Saltar Labs (Arvin, USA) … D. Exit port of the aerosol, E. Box
cover, F. Hook in the box body, G. Hook in the box cover for tight attachment with the …",google_scholar
1249,Onychalgia Causes and Mechanisms: The “GIFTED KID” and the “FOMITE”,2020,,Skin appendage disorders,https://www.karger.com/Article/Abstract/504347,"A Fonia, B Richert","… The causes of pain in fingernails: “GIFTED KID … disrupted alignment causes multiple ingrown nails
with the subsequent elevation of the proximal nail compared to the distal nail, inflammation of
the proximal nail fold, thickened adherent yellow nail and distal firm attachment to the …",google_scholar
1253,Research on Mentorship education for gifted students,2003,,Journal of Gifted/Talented Education,https://www.koreascience.or.kr/article/JAKO200315875832250.page,"JY Heo, SC Lee, KS Choi","Page 1. 3 zł łłā 2. Mentorship Il 45 英才教育研 究 Journal of Gifted/Talented Education
2003. Vol 13. No 3, pp … Mentorship Attachment는 각 분야의 전문가들이 Mentor로 초청 되며
학생들은 각자 흥미와 적성에 맞는 프로젝트를 선정하여 연구한다 …",google_scholar
1236,GIFTED PERSONALITY IN A MULTICULTURAL ENVIRONMENT: PROBLEMS OF ADAPTATION,2021-02-23 00:00:00,,,10.32999/ksu2413-1865/2020-93-1,"{'ORCID': 'http://orcid.org/0000-0002-2303-1147', 'authenticated-orcid': False, 'given': 'Tkachenko', 'family': 'L.I.', 'sequence': 'first', 'affiliation': []}","<jats:p>The  article  is  devoted  to  the  topical  problem  of  adaptation  of  gifted  children  in  the  educational space  of  a  modern  school  taking  into  account  the  multicultural  environment  formed  by  the  contingent of  students  of  different  ethnicities  and  cultures. The  author  points  out  the  need  for  pedagogical  support of the adaptation of gifted students. Based on modern research in the field of philosophy, sociology, psychology, and semiosociopsychology, the author formulates the basic principles of adaptation in a multicultural society of an educational institution.Sustainable development of society and security of the country can be ensured by the formation of national identity in all members of society, which means unity of aspirations, coherence, and peaceful coexistence in the perspectives. This is especially true for Ukraine, which today not only strives for sustainable development but also is forced to defend its independence and integrity. In the conditions of modern civilization development, it is a question of formation in the person of so-called multilevel identity which, on the one hand, means belonging to a certain ethnic group that provides the person full disclosure of its abilities, and on the other – guarantees formation of the feeling of belonging to the wider community – the nation (multinational entity, united by a common historical destiny and the idea of security and development of their own state).Self-identification of the individual (or the formation of a multi-tiered identity) is important because it is the key to its successful self-realization. It is closely linked to deep mental formations, the leading one being ethnic identity. This is especially true for the gifted person because talents can develop and fully ensure the self-realization of the individual, provided it is successfully adopted in society. The success of the adaptation of a gifted person in a multicultural society can be ensured under the condition of purposeful pedagogical support, the principles of organization of which are formulated in the article. It is noted that to reveal the giftedness of a person, his intellectual development should take into account the formation of the semiosphere related to ethnicity, and the formation of national identity should be based on the formation of a common semiosphere of all participants in the educational process.Key words: national identity, ethnicity, semiospace, self-identification, self-realization, education.              Статтю присвячено актуальній проблемі адаптації обдарованих дітей в освітньому просторі сучас-ної школи з урахуванням полікультурного середовища, що утворюється контингентом учнів різних етносів і культур. Автор вказує на необхідність педагогічного супроводу адаптації обдарованих учнів. Спираючись на сучасні дослідження в області філософії, соціології, психології і семіосоціопсихології, автор формулює основні принципи організації адаптації в полікультурному соціумі освітнього закладу.Сталий розвиток суспільства й безпека країни можуть бути забезпеченими за умови формування національної ідентичності у всіх представників соціуму країни, що означає єдність прагнень, узгодженість дій та мирне співіснування в майбутньому. Особливо це актуально для України, яка нині не лише прагне до сталого розвитку, а й змушена відстоювати свою незалежність і цілісність. В умовах сучасного цивілізаційного розвитку йдеться про формування в особистості так званої багатоярусної ідентичності, яка, з одного боку, означає приналежність до певної етнічної групи, що забезпечує особистості повне розкриття її здібностей, а з другого – гарантує формування відчуття приналежності до більш широкої спільноти – нації (багатонаціонального утворення, що об’єднане спільністю історичної долі та ідеєю безпеки й розвитку власної держави).Самоідентифікація особистості (або формування багатоярусної ідентичності) є важливою, оскільки є запорукою її успішної самореалізації. Вона тісно пов’язана з глибокими ментальними утвореннями, провідною з яких є етнічна ідентичність. Особливо це актуально для обдарованої особистості, оскільки обдарування можуть розвинутися й повною мірою забезпечити самореалізацію особистості за умови її успішної адаптації в соціумі. Успішність адаптації обдарованої особистості в полікультурному соціумі може бути забезпечено за умови цілеспрямованого педагогічного супроводу, принципи організації яко-го й сформульовано у статті. Зазначено, що для розкриття обдарованості особистості має відбуватися її інтелектуальний розвиток з урахуванням формування семіосфери, пов’язаної з етнічною приналежністю, а формування національної ідентичності має відбуватися на основі формування спільної семіосфери усіх учасників освітнього процесу на основі опанування семіосфери державної мови, спільної для всіх учасників освітнього процесу.Ключові слова: національна ідентичність, етнічність, семіопростір, самоідентифікація, само-реалізація, освіта.</jats:p>",crossref
1226,Characteristics of Gifted Latinx Learners,2021-03-12 00:00:00,,,10.4324/9781003026761-2,"{'given': 'Michelle Pacheco', 'family': 'DuBois', 'sequence': 'first', 'affiliation': []}",,crossref
1261,An Indian Perspective,1991,,Gifted International,,K Maitra,"… 25 BAB 2 PERKEMBANGAN ANAK GiFTED A. B. C. D. E. Pola Perkembangannya Khusus dan
Heterogen.....27 Perkembangan … Daya Ingat yang Kuat dan Masalah Sosial Emosional.....61 BAB
3 KELEKATAN (ATTACHMENT) A. B. C. DAN GiFTEDNESS Apa Itu …",google_scholar
1264,A bouquet makes ends meet,2001,,Nature reviews Molecular cell biology,https://www.nature.com/articles/35085086,H Scherthan,"… Chromosomes, at that time, were considered to undergo cycles of dissolution and reformation
1 (direkte Zelltheilung; 'direct cell division'), until the technically gifted Walther Flemming 2,3
unveiled the complete sequence of nuclear metamorphosis during the late 1870s …",google_scholar
1259,Junior high school composition for gifted adolescents,1936,,,https://open.library.ubc.ca/collections/ubctheses/831/items/1.0302555,EB Broome,"Learning, knowledge, research, insight: welcome to the world of UBC Library,
the second-largest academic research library in Canada.",google_scholar
1245,"Young, gifted and spiritual: The case of Finnish sixth-grade pupils",2007,,,https://helda.helsinki.fi/handle/10138/20053,M Ubani,"Page 1. Helsinki Helsinki 2007 Young, gifted and spiritual—The case of Finnish
sixth-grade pupils Page 2. Research Report 278 Helsinki 2007 Martin Ubani Young,
gifted and spiritual—The case of Finnish sixth-grade pupils …",google_scholar
1228,Cultivating Culturally Responsive Gifted Professionals,2021-03-12 00:00:00,,,10.4324/9781003026761-5,"{'given': 'Michelle Pacheco', 'family': 'DuBois', 'sequence': 'first', 'affiliation': []}",,crossref
1243,Abstract thinking and object relations with special reference to the use of abstraction as a regressive defense in highly gifted individuals.,,,Journal of the American Psychoanalytic Association,,,,pubmed
1229,Supporting Gifted ELLs in the Latinx Community,,,,10.4324/9781003026761,"{'given': 'Michelle Pacheco', 'family': 'DuBois', 'sequence': 'first', 'affiliation': []}",,crossref
1265,"The call of the homeland: diaspora nationalisms, past and present",2010,,,https://books.google.com/books?hl=en&lr=&id=WyFp2PhRtpAC&oi=fnd&pg=PR7&dq=gifted+attachment&ots=tfkvfz5Z52&sig=YbpwS9lsjE0XRNDumE9l71nkhSg,"A Gal, AS Leoussi, AD Smith","… In addition, we wish to express our gratitude and appreciation to Mr. Jim Dingley of the
Francis Skaryna Belarusian Library and Museum in London, for his energetic and gifted
help in the complex work involved in the editing of this volume …",google_scholar
1256,Serving the needs of gifted individuals: The optimal match model,2003,,Agora IX: Alternative education and …,,FJ Mönks,"… 주제어: 진로성숙, 영재, 청소년, 영재 부모-자녀 관계 교신저자: 이현주(hjlee613@mju.ac.kr)
영재교육연구 제 26 권 제 4 호 Journal of Gifted/Talented Education 2016. Vol 26. No 4, pp.
565～585 https://doi.org/10.9722/JGTE.2016.26.4.565 Page 2. 영재교육연구 제 26 권 제 4 호 …",google_scholar
1267,Laser‐capture microdissection of oropharyngeal epithelium indicates restriction of Epstein–Barr virus receptor/CD21 mRNA to tonsil epithelial cells,2008,,Journal of oral pathology …,10.1111/j.1600-0714.2008.00681,"R Jiang, X Gu, CA Nathan…","… An ideal delivery system is one which not only improves patient compliance but also capitalizes
on, and magnifies the nature-gifted versatility of paclitaxel eventually resulting in the termination
of cancer. 2. Pathophysiology of cancer and paclitaxel drug delivery system …",google_scholar
1250,"Gifted mind: The Dr. Raymond Damadian story, inventor of the MRI",2015,,,https://books.google.com/books?hl=en&lr=&id=dfqeCgAAQBAJ&oi=fnd&pg=PP6&dq=gifted+attachment&ots=sfFrxCR5-N&sig=DB7meCbARepH_UrYDm-AXIptXLM,"J Kinley, R Damadian","… But if that's all you knew of Dr. Damadian, you would miss the real heart of his story. For even
beyond having a gifted mind, Raymond Damadian is also an authentic servant of Jesus Christ.
And as such, he exudes an uncommon humility for a man of his accomplishments …",google_scholar
1254,Theoretical Consideration on Concepts and Features of the Entrepreneurial Gifted,2013,,Journal of Gifted/Talented Education,https://www.koreascience.or.kr/article/JAKO201305981335268.page,MG Choi,"… 이러한 사정을 고려할 때, 기업영재에 대한 연구는 국가 경 제를 책임질 국제적 기업가를 생애
초기부터 발굴하고 육성하고자 하는 범국가적 노력으로 교신저자: 최민경(mgychoi@gmail.com)
영재교육연구 제 23 권 제 6 호 Journal of Gifted/Talented Education 2013. Vol 23. No 6, pp …",google_scholar
1240,[Ignatius of Loyola--gifted or mentally ill?].,,,Fortschritte der Neurologie-Psychiatrie,,,"Subsequent to a severe injury and under the influence of religious reading, Loyola experienced a dramatic mental change in his spiritual values in the sense of a sublimation to an alternative knighthood. His behaviour patterns observed thereafter were determined by a totality of his attachment to God. Based on this certainty in his faith, which was free from any doubts, and on God, and with the background of fasting and praying, he had visionary and pseudo-hallucinatory experiences. As the founder of an order and head of the community of Jesuits, Ignatius of Loyola proved to be diplomatically highly talented. There is no evidence of any psychotic disease. Also, there is no probability of a personality disorder in the sense of a neurosis. The numerous unusual behaviour patterns of Ignatius cannot be interpreted as psychopathological symptoms. It is justified to call him a genius.",pubmed
1241,The princess in the tower: Zelda Fitzgerald's creative impasse.,,,Journal of the American Psychoanalytic Association,,,"Gifted women often find it difficult to integrate an acceptable social image with an autonomous artistic identity. This paper explores the ambitions and conflicts of Zelda Fitzgerald, who aspired to be an artist in several fields, but whose fame is largely contingent on the role she played in the life of her husband, F. Scott Fitzgerald. Zelda's flamboyant public pose, which served as a model for many of her husband's literary characters, is interpreted as an attempt to organize a consistent identity configuration by means of constant appeals for applause from an admiring audience. But although this configuration provided some stability and cohesion for her during her twenties, it was a superficial and vulnerable structure which failed to support her serious artistic aspirations. An examination of the separation conflicts and difficulties in internalization which contributed to Zelda's dilemma leads to a consideration of the role of the father in the organization of differentiated female achievements. Although Zelda Fitzgerald's pathology was extreme, her struggles suggest useful insights into the intrapsychic and social barriers commonly confronting creative women.",pubmed
1263,An fMRI Study of Relationship between Scientific Creativity and Emotional Susceptibility,2010,,Journal of Gifted …,https://www.koreascience.or.kr/article/JAKO201033062369922.page,"SH Cho, MJ Lee, YY Choi, HB Kim…","… 따라서 창의력을 배양하 교신저자: 이건호(leekho@chosun.ac.kr) * 본 논문는 2009학년도
조선대학교 학술연구비의 지원을 받아 연구되었음 영재교육연구 제 20 권 제 2 호 Journal of
Gifted/Talented Education 2010. Vol 20. No 2, pp. 503～526 Page 2. 영재교육연구 제 20 권 제 …",google_scholar
1246,"Plays by James Robinson Planché: The Vampire, the Garrick Fever, Beauty and the Beast, Foutunio and His Seven Gifted Servants, The Golden Fleece, The …",1986,,,https://books.google.com/books?hl=en&lr=&id=YgU4AAAAIAAJ&oi=fnd&pg=PP13&dq=gifted+attachment&ots=KL1e7lcGlw&sig=W5w532HjowjKxoZ_yk-kNHizGAY,JR Planché,"… Plays by Janies Robinson Planché THE VAMPIRE THE GARRICK FEVER BEAUTY AND THE
BEAST FORTUNIO AND HIS SEVEN GIFTED SERVANTS THE GOLDEN FLEECE THE CAMP
AT THE OLYMPIC THE DISCREET PRINCESS Edited with an introduction and notes …",google_scholar
1248,The Effects of Teaching Cognitive Regulation of Emotion Strategies on Social Adjustment and Well Being of Male Gifted Students,2018,,Journal of …,https://psychac.scu.ac.ir/article_14111_en.html?lang=en,"H Nourali, A Hajiyakhchali…","Page 1. :هلاقم تفايرد خيرات 70 / 72 / 90 :هلاقم شريذپ خيرات 99 / 70 / 90 ناور یاهدروآ تسد هلجم یتخانش
ناور و یتيبرت مولع( )یسانش ناتسمز و زيياپ ،زاوها نارمچ ديهش هاگشناد 9990 هرود لاس ،مراهچ ی 22
هرامش ، ی 2 ص :ص 997 - 99 ثأتی ر یاهدربهار شزومآ یتخانش میظنت گزاس رب ناجیه یرا …
‎",google_scholar
1238,Living Donor Gifted Lithiasis: Long-Term Outcomes in Recipients,2021-02-01 00:00:00,Surgery,,10.1016/j.transproceed.2021.01.015,"{'ORCID': 'http://orcid.org/0000-0002-6202-4361', 'authenticated-orcid': False, 'given': 'Muhammad Yahya', 'family': 'Jan', 'sequence': 'first', 'affiliation': []}",,crossref
