,title,publication date,subject,journal,DOI,author,abstract,from_database,publication_date
108,Effect on microstructure and plastic deformation behavior of a Zr-based amorphous alloy by cooling rate control,2021-08-01,Mechanical Engineering,,10.1016/j.jmst.2020.12.013,"{'given': 'Feilong', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}",,crossref,
109,Effect of glycine addition on the in-vitro corrosion behavior of AZ31 magnesium alloy in Hank’s solution,2021-08-01,Mechanical Engineering,,10.1016/j.jmst.2021.01.007,"{'given': 'Durga Bhakta', 'family': 'Pokharel', 'sequence': 'first', 'affiliation': []}",,crossref,
110,A conjugate gradient method for distributed optimal control problems with nonhomogeneous Helmholtz equation,2021-08-01,Applied Mathematics,,10.1016/j.amc.2021.126019,"{'given': 'Zemian', 'family': 'Zhang', 'sequence': 'first', 'affiliation': []}",,crossref,
111,Beliefs of children and adults in religious and scientific phenomena,2021-08-01,,,10.1016/j.copsyc.2020.08.003,"{'ORCID': 'http://orcid.org/0000-0003-4907-0539', 'authenticated-orcid': False, 'given': 'Paul L', 'family': 'Harris', 'sequence': 'first', 'affiliation': []}",,crossref,
112,Handwriting isolated cursive letters in young children: Effect of the visual trace deletion,2021-08-01,Education,,10.1016/j.learninstruc.2020.101439,"{'given': 'Bara', 'family': 'Florence', 'sequence': 'first', 'affiliation': []}",,crossref,
113,Music lessons enhance executive functions in 6- to 7-year-old children,2021-08-01,Education,,10.1016/j.learninstruc.2021.101442,"{'given': 'Ulrike', 'family': 'Frischen', 'sequence': 'first', 'affiliation': []}",,crossref,
114,A parallel multilevel domain decomposition method for source identification problems governed by elliptic equations,2021-08-01,Applied Mathematics,,10.1016/j.cam.2021.113441,"{'given': 'Xiaomao', 'family': 'Deng', 'sequence': 'first', 'affiliation': []}",,crossref,
115,A class of nonconforming immersed finite element methods for Stokes interface problems,2021-08-01,Applied Mathematics,,10.1016/j.cam.2021.113493,"{'given': 'Derrick', 'family': 'Jones', 'sequence': 'first', 'affiliation': []}",,crossref,
116,Sulphur vacancy derived anaerobic hydroxyl radical generation at the pyrite-water interface: Pollutants removal and pyrite self-oxidation behavior,2021-08-01,Process Chemistry and Technology,,10.1016/j.apcatb.2021.120051,"{'given': 'Cancan', 'family': 'Ling', 'sequence': 'first', 'affiliation': []}",,crossref,
117,Uncovering the coupled impact of defect morphology and microstructure on the tensile behavior of Ti-6Al-4V fabricated via laser powder bed fusion,2021-08-01,Modelling and Simulation,,10.1016/j.jmatprotec.2021.117113,"{'given': 'Timothy', 'family': 'Montalbano', 'sequence': 'first', 'affiliation': []}",,crossref,
118,On the large-time behavior of Euler–Poisson/Navier–Stokes equations,2021-08-01,Applied Mathematics,,10.1016/j.aml.2021.107123,"{'given': 'Young-Pil', 'family': 'Choi', 'sequence': 'first', 'affiliation': []}",,crossref,
119,Asymptotic behavior of global solutions to a class of mixed pseudo-parabolic Kirchhoff equations,2021-08-01,Applied Mathematics,,10.1016/j.aml.2021.107119,"{'given': 'Yang', 'family': 'Cao', 'sequence': 'first', 'affiliation': []}",,crossref,
120,"Intergenerational Support for Retirees: The Role of Adult Children in the Livelihood of their Parents after Retirement in Bumula Constituency, Kenya",,,,10.24940/theijhss/2020/v8/i7/hs2007-069,"{'given': 'Elizabeth Were', 'family': 'Wafula', 'sequence': 'first', 'affiliation': []}",,crossref,
121,"Judicial Review of Legislations by Tribunals in India: Law, Problems, and Perspectives",2021-07-01,,,10.1017/9781108870184.018,"{'given': 'P.', 'family': 'Puneeth', 'sequence': 'first', 'affiliation': []}",,crossref,
122,Analysis of vibration behavior in single strand DNA-wrapped single-walled carbon nanotubes adhered to lipid membranes,2021-07-01,,,10.1016/j.finmec.2020.100008,"{'given': 'Daisuke', 'family': 'Miyashiro', 'sequence': 'first', 'affiliation': []}",,crossref,
123,Factor structure of the Brief Coping Orientation to Problems Experienced Inventory in Chinese (Brief-COPE-C) in caregivers of children with chronic illnesses,2021-07-01,Pediatrics,,10.1016/j.pedn.2021.01.002,"{'given': 'Winnie Pui Yin', 'family': 'Tang', 'sequence': 'first', 'affiliation': []}",,crossref,
124,An adaptive BDDC preconditioner for advection-diffusion problems with a stabilized finite element discretization,2021-07-01,Applied Mathematics,,10.1016/j.apnum.2021.02.012,"{'given': 'Jie', 'family': 'Peng', 'sequence': 'first', 'affiliation': []}",,crossref,
125,A new iterative method for solving the systems arisen from finite element discretization of a time-harmonic parabolic optimal control problems,2021-07-01,Theoretical Computer Science,,10.1016/j.matcom.2021.02.013,"{'given': 'Hamid', 'family': 'Mirchi', 'sequence': 'first', 'affiliation': []}",,crossref,
126,Effect of dopamine-modified expanded vermiculite on phase change behavior and heat storage characteristic of polyethylene glycol,2021-07-01,Industrial and Manufacturing Engineering,,10.1016/j.cej.2021.128992,"{'given': 'Heng', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}",,crossref,
127,Bullying discourse on Twitter: An examination of bully-related tweets using supervised machine learning,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106735,"{'given': 'Karla', 'family': 'Dhungana Sainju', 'sequence': 'first', 'affiliation': []}",,crossref,
128,"Applying computational analysis of novice learners' computer programming patterns to reveal self-regulated learning, computational thinking, and learning performance",2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106746,"{'given': 'Donggil', 'family': 'Song', 'sequence': 'first', 'affiliation': []}",,crossref,
129,Numerical efficiency of modified modulus-based multigrid cycles with application to free boundary problems,2021-07-01,Applied Mathematics,,10.1016/j.aml.2021.107094,"{'ORCID': 'http://orcid.org/0000-0002-4489-5120', 'authenticated-orcid': False, 'given': 'Li-Li', 'family': 'Zhang', 'sequence': 'first', 'affiliation': []}",,crossref,
130,Role of bio-nanotemplates on the lasing behavior of LDS 821 dye,2021-07-01,Electrical and Electronic Engineering,,10.1016/j.optlastec.2021.106973,"{'given': 'Sony', 'family': 'Udayan', 'sequence': 'first', 'affiliation': []}",,crossref,
131,Modeling and simulation of 3D geometry prediction and dynamic solidification behavior of Fe-based coatings by laser cladding,2021-07-01,Electrical and Electronic Engineering,,10.1016/j.optlastec.2021.107009,"{'given': 'Liaoyuan', 'family': 'Chen', 'sequence': 'first', 'affiliation': []}",,crossref,
132,The effects of group centrality and accountability on conformity to cyber aggressive norms: Two messaging app experiments,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106754,"{'ORCID': 'http://orcid.org/0000-0002-9816-0728', 'authenticated-orcid': False, 'given': 'Daniëlle N.M.', 'family': 'Bleize', 'sequence': 'first', 'affiliation': []}",,crossref,
133,The method of fundamental solutions for anisotropic thermoelastic problems,2021-07-01,Modelling and Simulation,,10.1016/j.apm.2021.02.001,"{'ORCID': 'http://orcid.org/0000-0001-8926-7163', 'authenticated-orcid': False, 'given': 'M.R.', 'family': 'Hematiyan', 'sequence': 'first', 'affiliation': []}",,crossref,
134,Adolescents who solely engage in online sexual experiences are at higher risk for compulsive sexual behavior,2021-07-01,Toxicology,,10.1016/j.addbeh.2021.106874,"{'given': 'Yaniv', 'family': 'Efrati', 'sequence': 'first', 'affiliation': []}",,crossref,
135,"Revealing the tensile anisotropy, tension–compression asymmetry, and strain-hardening behavior of a high-performance Mg–Gd–Ag alloy",2021-07-01,Mechanical Engineering,,10.1016/j.jallcom.2021.159238,"{'given': 'Zhenquan', 'family': 'Yang', 'sequence': 'first', 'affiliation': []}",,crossref,
136,In situ characterization of forearc serpentinized peridotite from the Sulu ultrahigh-pressure terrane: Behavior of fluid-mobile elements in continental subduction zone,2021-07-01,General Earth and Planetary Sciences,,10.1016/j.gsf.2021.101139,"{'given': 'Zhipeng', 'family': 'Xie', 'sequence': 'first', 'affiliation': []}",,crossref,
137,Symplectic approach for plane elasticity problems of two-dimensional octagonal quasicrystals,2021-07-01,Applied Mathematics,,10.1016/j.amc.2021.126043,"{'given': 'Yanfen', 'family': 'Qiao', 'sequence': 'first', 'affiliation': []}",,crossref,
138,Integrating nurse care managers in the medical home of children with special health care needs to improve their care coordination and impact health care utilization,2021-07-01,Pediatrics,,10.1016/j.pedn.2020.12.018,"{'given': 'Luz Adriana', 'family': 'Matiz', 'sequence': 'first', 'affiliation': []}",,crossref,
139,Identifying the features of ProVax and NoVax groups from social media conversations,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106751,"{'given': 'Marco', 'family': 'Furini', 'sequence': 'first', 'affiliation': []}",,crossref,
140,Mobile use induces local attentional precedence and is associated with limited socio-cognitive skills in preschoolers,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106758,"{'given': 'Veronika', 'family': 'Konok', 'sequence': 'first', 'affiliation': []}",,crossref,
141,"Who endorses conspiracy theories? A moderated mediation model of Chinese and international social media use, media skepticism, need for cognition, and COVID-19 conspiracy theory endorsement in China",2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106760,"{'ORCID': 'http://orcid.org/0000-0002-1546-2799', 'authenticated-orcid': False, 'given': 'Yan', 'family': 'Su', 'sequence': 'first', 'affiliation': []}",,crossref,
142,Cyberbullying victimization and suicide ideation: A crumbled belief in a just world,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106679,"{'given': 'Qiyu', 'family': 'Bai', 'sequence': 'first', 'affiliation': []}",,crossref,
143,"Applications of stochastic modeling in air traffic management: Methods, challenges and opportunities for solving air traffic problems under uncertainty",2021-07-01,Management Science and Operations Research,,10.1016/j.ejor.2020.10.039,"{'ORCID': 'http://orcid.org/0000-0002-5485-1180', 'authenticated-orcid': False, 'given': 'Rob', 'family': 'Shone', 'sequence': 'first', 'affiliation': []}",,crossref,
144,Sequential bankruptcy problems,2021-07-01,Management Science and Operations Research,,10.1016/j.ejor.2020.10.038,"{'ORCID': 'http://orcid.org/0000-0002-3747-4010', 'authenticated-orcid': False, 'given': 'Arantza', 'family': 'Estévez-Fernández', 'sequence': 'first', 'affiliation': []}",,crossref,
145,Assessing implicit computational thinking in Zoombinis puzzle gameplay,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106707,"{'given': 'Elizabeth', 'family': 'Rowe', 'sequence': 'first', 'affiliation': []}",,crossref,
146,Examining the criterion-related validity evidence of LinkedIn profile elements in an applied sample,2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106742,"{'ORCID': 'http://orcid.org/0000-0002-3531-059X', 'authenticated-orcid': False, 'given': 'Marc', 'family': 'Cubrich', 'sequence': 'first', 'affiliation': []}",,crossref,
147,Cocaine abstinence modulates NMDA receptor subunit expression: An analysis of the GluN2B subunit in cocaine-seeking behavior,2021-07-01,Biological Psychiatry,,10.1016/j.pnpbp.2021.110248,"{'given': 'Irena', 'family': 'Smaga', 'sequence': 'first', 'affiliation': []}",,crossref,
148,A Hopf-Lax Formula in Hamilton–Jacobi Analysis of Reach-Avoid Problems,2021-07-01,,,10.1109/lcsys.2020.3009933,"{'ORCID': 'http://orcid.org/0000-0003-4073-1353', 'authenticated-orcid': False, 'given': 'Donggun', 'family': 'Lee', 'sequence': 'first', 'affiliation': []}",,crossref,
149,The President Problems,2021-07-01,,,10.1142/12227,"{'given': 'Abraham', 'family': 'Berman', 'sequence': 'first', 'affiliation': [{'name': 'Technion-Israel Inst of TechIsrael'}]}",,crossref,
150,Effect of MTGase on silver carp myofibrillar protein gelation behavior after peroxidation induced by peroxyl radicals,2021-07-01,Food Science,,10.1016/j.foodchem.2021.129066,"{'given': 'Shan', 'family': 'Qian', 'sequence': 'first', 'affiliation': []}",,crossref,
151,Effects of strain rates on dynamic deformation behavior of Cu-20Ag alloy,2021-07-01,Mechanical Engineering,,10.1016/j.jmst.2020.11.043,"{'given': 'Kexing', 'family': 'Song', 'sequence': 'first', 'affiliation': []}",,crossref,
152,Structure and magnetic behavior of sol-gel grown spinel NixMn3-xO4 nanoparticles: Effect of Ni fraction and induction of superparamagnetism at room temperature,2021-07-01,Mechanical Engineering,,10.1016/j.materresbull.2021.111267,"{'given': 'Jose Luis', 'family': 'Ortiz-Quiñonez', 'sequence': 'first', 'affiliation': []}",,crossref,
153,Behavior of steel-reinforced composite concrete columns under combined axial and lateral cyclic loading,2021-07-01,Mechanics of Materials,,10.1016/j.jobe.2021.102305,"{'given': 'A.', 'family': 'Gautham', 'sequence': 'first', 'affiliation': []}",,crossref,
154,"Influence of Fe3+ ion doping on the luminescence emission behavior and photocatalytic activity of Fe3+, Eu3+-codoped TiO2 thin films",2021-07-01,Mechanical Engineering,,10.1016/j.jallcom.2021.159109,"{'given': 'D.', 'family': 'Komaraiah', 'sequence': 'first', 'affiliation': []}",,crossref,
155,Coalescence behavior of eco-friendly Pickering-MIPES and HIPEs stabilized by using bacterial cellulose nanofibrils,2021-07-01,Food Science,,10.1016/j.foodchem.2021.129163,"{'given': 'Qi', 'family': 'Li', 'sequence': 'first', 'affiliation': []}",,crossref,
156,The behavior of exchange rate and stock returns in high and low interest rate environments,2021-07-01,Economics and Econometrics,,10.1016/j.iref.2021.02.008,"{'given': 'Afees A.', 'family': 'Salisu', 'sequence': 'first', 'affiliation': []}",,crossref,
157,"Did the screens win? An autoregressive model linking leisure, relatedness and mental health",2021-07-01,Human-Computer Interaction,,10.1016/j.chb.2021.106755,"{'ORCID': 'http://orcid.org/0000-0002-4916-8723', 'authenticated-orcid': False, 'given': 'Mattia', 'family': 'Vacchiano', 'sequence': 'first', 'affiliation': []}",,crossref,
